nameOrig,last_step,Frequency,MonetarySum,MonetaryAvg,Recency,R_Score,F_Score,M_Score,RFM_Total,Segment
C592108660,394,1,1638045.14,1638045.14,412,4,4,4,12,Champions (핵심 VIP)
C59211067,359,1,199665.52,199665.52,447,4,4,4,12,Champions (핵심 VIP)
C592112780,373,1,144672.77,144672.77,433,4,4,3,11,Champions (핵심 VIP)
C592248901,642,1,167122.07,167122.07,164,4,4,3,11,Champions (핵심 VIP)
C59225652,402,1,101635.25,101635.25,404,4,4,3,11,Champions (핵심 VIP)
C592388896,351,1,92965.01,92965.01,455,4,4,3,11,Champions (핵심 VIP)
C592583721,425,5,628830.0541556631,125766.01083113262,381,4,4,4,12,Champions (핵심 VIP)
C592648390,373,1,237625.96,237625.96,433,4,4,4,12,Champions (핵심 VIP)
C592655269,394,1,266046.11,266046.11,412,4,4,4,12,Champions (핵심 VIP)
C592672034,422,1,380090.47,380090.47,384,4,4,4,12,Champions (핵심 VIP)
C592677809,323,1,416611.38,416611.38,483,3,4,4,11,Champions (핵심 VIP)
C592798859,256,1,891452.8,891452.8,550,3,4,4,11,Champions (핵심 VIP)
C59289406,397,1,199516.54,199516.54,409,4,4,4,12,Champions (핵심 VIP)
C59312952,544,1,148189.26,148189.26,262,4,4,3,11,Champions (핵심 VIP)
C593172308,274,3,1502057.950114834,500685.9833716113,532,3,4,4,11,Champions (핵심 VIP)
C593394747,353,1,400805.28,400805.28,453,4,4,4,12,Champions (핵심 VIP)
C59355504,401,1,82560.17,82560.17,405,4,4,3,11,Champions (핵심 VIP)
C593654885,331,1,282961.74,282961.74,475,3,4,4,11,Champions (핵심 VIP)
C593724102,352,1,309797.01,309797.01,454,4,4,4,12,Champions (핵심 VIP)
C593738520,379,1,74042.9,74042.9,427,4,4,3,11,Champions (핵심 VIP)
C593879311,466,5,129182.60966134106,25836.521932268213,340,4,4,3,11,Champions (핵심 VIP)
C593935748,351,1,130065.41,130065.41,455,4,4,3,11,Champions (핵심 VIP)
C59393743,469,1,84397.19,84397.19,337,4,4,3,11,Champions (핵심 VIP)
C593960236,347,1,363832.01,363832.01,459,3,4,4,11,Champions (핵심 VIP)
C59397379,403,1,386541.55,386541.55,403,4,4,4,12,Champions (핵심 VIP)
C593998376,353,1,208829.03,208829.03,453,4,4,4,12,Champions (핵심 VIP)
C594116174,251,1,459365.68,459365.68,555,3,4,4,11,Champions (핵심 VIP)
C594192231,350,1,1447308.65,1447308.65,456,4,4,4,12,Champions (핵심 VIP)
C594207936,287,1,223829.34,223829.34,519,3,4,4,11,Champions (핵심 VIP)
C594218380,354,1,135924.57,135924.57,452,4,4,3,11,Champions (핵심 VIP)
C594334327,371,1,271398.63,271398.63,435,4,4,4,12,Champions (핵심 VIP)
C594609725,476,4,131687.84786400315,32921.96196600079,330,4,4,3,11,Champions (핵심 VIP)
C594634452,707,1,157543.95,157543.95,99,4,4,3,11,Champions (핵심 VIP)
C594882635,303,1,990798.86,990798.86,503,3,4,4,11,Champions (핵심 VIP)
C59490208,589,1,149351.68,149351.68,217,4,4,3,11,Champions (핵심 VIP)
C595044225,287,1,210421.75,210421.75,519,3,4,4,11,Champions (핵심 VIP)
C595066266,356,1,122456.48,122456.48,450,4,4,3,11,Champions (핵심 VIP)
C595131601,395,1,153517.11,153517.11,411,4,4,3,11,Champions (핵심 VIP)
C595268645,404,1,122918.12,122918.12,402,4,4,3,11,Champions (핵심 VIP)
C595486514,347,5,1189124.6222406127,237824.92444812256,459,3,4,4,11,Champions (핵심 VIP)
C595620460,346,1,251420.83,251420.83,460,3,4,4,11,Champions (핵심 VIP)
C595637913,544,1,145671.03,145671.03,262,4,4,3,11,Champions (핵심 VIP)
C595675219,334,1,331018.54,331018.54,472,3,4,4,11,Champions (핵심 VIP)
C595693258,403,1,77213.2,77213.2,403,4,4,3,11,Champions (핵심 VIP)
C595823821,429,1,67123.08,67123.08,377,4,4,3,11,Champions (핵심 VIP)
C595944491,307,4,323840.35075361875,80960.08768840469,499,3,4,4,11,Champions (핵심 VIP)
C596035567,349,3,2602705.003738465,867568.3345794883,457,4,4,4,12,Champions (핵심 VIP)
C596121997,324,1,285388.68,285388.68,482,3,4,4,11,Champions (핵심 VIP)
C596246632,451,5,56278.4331436504,11255.68662873008,355,4,4,3,11,Champions (핵심 VIP)
C596292434,322,1,241802.12,241802.12,484,3,4,4,11,Champions (핵심 VIP)
C596302450,376,1,247789.51,247789.51,430,4,4,4,12,Champions (핵심 VIP)
C596361126,394,1,115632.73,115632.73,412,4,4,3,11,Champions (핵심 VIP)
C596421188,401,1,205095.24,205095.24,405,4,4,4,12,Champions (핵심 VIP)
C596500280,489,5,953199.9106747358,190639.98213494715,317,4,4,4,12,Champions (핵심 VIP)
C596571098,401,1,55061.11,55061.11,405,4,4,3,11,Champions (핵심 VIP)
C596682812,589,1,132456.61,132456.61,217,4,4,3,11,Champions (핵심 VIP)
C596907838,255,1,297559.84,297559.84,551,3,4,4,11,Champions (핵심 VIP)
C597163123,284,1,213841.18,213841.18,522,3,4,4,11,Champions (핵심 VIP)
C597168789,307,1,1643843.54,1643843.54,499,3,4,4,11,Champions (핵심 VIP)
C59721375,550,1,163192.5,163192.5,256,4,4,3,11,Champions (핵심 VIP)
C597254372,322,1,287811.8,287811.8,484,3,4,4,11,Champions (핵심 VIP)
C597333812,276,1,322904.76,322904.76,530,3,4,4,11,Champions (핵심 VIP)
C59774408,420,1,350286.84,350286.84,386,4,4,4,12,Champions (핵심 VIP)
C597768824,351,1,148989.67,148989.67,455,4,4,3,11,Champions (핵심 VIP)
C597834303,400,1,107756.72,107756.72,406,4,4,3,11,Champions (핵심 VIP)
C597837509,423,1,170302.31,170302.31,383,4,4,3,11,Champions (핵심 VIP)
C598249758,524,4,835752.5285212679,208938.13213031698,282,4,4,4,12,Champions (핵심 VIP)
C598404159,261,1,202312.66,202312.66,545,3,4,4,11,Champions (핵심 VIP)
C598504430,332,1,263452.49,263452.49,474,3,4,4,11,Champions (핵심 VIP)
C59858022,281,1,264618.78,264618.78,525,3,4,4,11,Champions (핵심 VIP)
C598738165,468,5,698583.4465383888,139716.68930767776,338,4,4,4,12,Champions (핵심 VIP)
C598749160,347,1,520155.25,520155.25,459,3,4,4,11,Champions (핵심 VIP)
C598763037,284,1,324585.69,324585.69,522,3,4,4,11,Champions (핵심 VIP)
C598765725,278,1,207179.4,207179.4,528,3,4,4,11,Champions (핵심 VIP)
C598859583,380,1,89362.94,89362.94,426,4,4,3,11,Champions (핵심 VIP)
C5990166,373,1,837401.23,837401.23,433,4,4,4,12,Champions (핵심 VIP)
C599077203,449,4,68609.13746390236,17152.28436597559,357,4,4,3,11,Champions (핵심 VIP)
C599154718,542,1,225067.51,225067.51,264,4,4,4,12,Champions (핵심 VIP)
C599320223,402,1,348870.54,348870.54,404,4,4,4,12,Champions (핵심 VIP)
C599632710,612,1,7341776.31,7341776.31,194,4,4,4,12,Champions (핵심 VIP)
C599824012,258,5,842558.8888093003,168511.77776186005,548,3,4,4,11,Champions (핵심 VIP)
C600039238,379,1,490245.38,490245.38,427,4,4,4,12,Champions (핵심 VIP)
C600112773,402,1,603320.21,603320.21,404,4,4,4,12,Champions (핵심 VIP)
C600119110,378,1,269436.74,269436.74,428,4,4,4,12,Champions (핵심 VIP)
C600304596,349,1,296165.42,296165.42,457,4,4,4,12,Champions (핵심 VIP)
C600338446,330,1,248481.64,248481.64,476,3,4,4,11,Champions (핵심 VIP)
C600610184,282,5,1288899.6216905436,257779.9243381087,524,3,4,4,11,Champions (핵심 VIP)
C600618844,442,1,149621.54,149621.54,364,4,4,3,11,Champions (핵심 VIP)
C600644430,485,1,2755588.11,2755588.11,321,4,4,4,12,Champions (핵심 VIP)
C600740764,348,1,66976.17,66976.17,458,4,4,3,11,Champions (핵심 VIP)
C600785082,352,1,3715615.91,3715615.91,454,4,4,4,12,Champions (핵심 VIP)
C600907236,351,1,257386.65,257386.65,455,4,4,4,12,Champions (핵심 VIP)
C601017114,331,1,223511.34,223511.34,475,3,4,4,11,Champions (핵심 VIP)
C601047020,257,1,218061.16,218061.16,549,3,4,4,11,Champions (핵심 VIP)
C601160753,355,1,228659.89,228659.89,451,4,4,4,12,Champions (핵심 VIP)
C601190920,692,1,91341.09,91341.09,114,4,4,3,11,Champions (핵심 VIP)
C601351278,681,1,230847.87,230847.87,125,4,4,4,12,Champions (핵심 VIP)
C601467995,279,1,321905.08,321905.08,527,3,4,4,11,Champions (핵심 VIP)
C601474033,333,1,205207.84,205207.84,473,3,4,4,11,Champions (핵심 VIP)
C601483714,281,1,289112.52,289112.52,525,3,4,4,11,Champions (핵심 VIP)
C601592590,371,1,291389.25,291389.25,435,4,4,4,12,Champions (핵심 VIP)
C601604617,373,1,217746.28,217746.28,433,4,4,4,12,Champions (핵심 VIP)
C601615508,400,1,252856.58,252856.58,406,4,4,4,12,Champions (핵심 VIP)
C601638080,325,1,200460.36,200460.36,481,3,4,4,11,Champions (핵심 VIP)
C601780871,424,3,415555.1528837327,138518.38429457755,382,4,4,4,12,Champions (핵심 VIP)
C601955757,311,1,400273.22,400273.22,495,3,4,4,11,Champions (핵심 VIP)
C60199635,589,1,967732.93,967732.93,217,4,4,4,12,Champions (핵심 VIP)
C602059256,276,1,210198.01,210198.01,530,3,4,4,11,Champions (핵심 VIP)
C602169405,374,1,138952.69,138952.69,432,4,4,3,11,Champions (핵심 VIP)
C602179399,349,1,248891.73,248891.73,457,4,4,4,12,Champions (핵심 VIP)
C602357950,378,1,315889.79,315889.79,428,4,4,4,12,Champions (핵심 VIP)
C602365134,306,1,443746.28,443746.28,500,3,4,4,11,Champions (핵심 VIP)
C602381796,306,1,346799.64,346799.64,500,3,4,4,11,Champions (핵심 VIP)
C602561272,355,1,101211.18,101211.18,451,4,4,3,11,Champions (핵심 VIP)
C602594133,305,1,200936.31,200936.31,501,3,4,4,11,Champions (핵심 VIP)
C60259605,276,1,1302374.57,1302374.57,530,3,4,4,11,Champions (핵심 VIP)
C602613348,402,1,80162.3,80162.3,404,4,4,3,11,Champions (핵심 VIP)
C60280962,382,1,181261.2,181261.2,424,4,4,3,11,Champions (핵심 VIP)
C602854349,306,1,269470.53,269470.53,500,3,4,4,11,Champions (핵심 VIP)
C602901191,281,1,215878.23,215878.23,525,3,4,4,11,Champions (핵심 VIP)
C603021932,275,1,253876.54,253876.54,531,3,4,4,11,Champions (핵심 VIP)
C603063419,588,1,50849.7,50849.7,218,4,4,3,11,Champions (핵심 VIP)
C60306527,419,1,190266.76,190266.76,387,4,4,4,12,Champions (핵심 VIP)
C603396114,399,1,274724.28,274724.28,407,4,4,4,12,Champions (핵심 VIP)
C603436303,372,1,1981782.79,1981782.79,434,4,4,4,12,Champions (핵심 VIP)
C603455173,394,1,44527.91,44527.91,412,4,4,3,11,Champions (핵심 VIP)
C603619434,402,1,161878.65,161878.65,404,4,4,3,11,Champions (핵심 VIP)
C603629342,254,1,401197.44,401197.44,552,3,4,4,11,Champions (핵심 VIP)
C603674137,350,1,273579.12,273579.12,456,4,4,4,12,Champions (핵심 VIP)
C603749680,395,1,77708.51,77708.51,411,4,4,3,11,Champions (핵심 VIP)
C603761842,403,1,105183.99,105183.99,403,4,4,3,11,Champions (핵심 VIP)
C604022365,378,1,81477.22,81477.22,428,4,4,3,11,Champions (핵심 VIP)
C60407143,353,1,98756.12,98756.12,453,4,4,3,11,Champions (핵심 VIP)
C604081527,354,1,365325.93,365325.93,452,4,4,4,12,Champions (핵심 VIP)
C604135896,471,1,245973.99,245973.99,335,4,4,4,12,Champions (핵심 VIP)
C604186603,690,1,153391.18,153391.18,116,4,4,3,11,Champions (핵심 VIP)
C604217535,374,1,75884.43,75884.43,432,4,4,3,11,Champions (핵심 VIP)
C604365848,299,1,518238.84,518238.84,507,3,4,4,11,Champions (핵심 VIP)
C604368861,522,1,237071.53,237071.53,284,4,4,4,12,Champions (핵심 VIP)
C604414166,688,1,183786.72,183786.72,118,4,4,3,11,Champions (핵심 VIP)
C60449565,357,1,156355.17,156355.17,449,4,4,3,11,Champions (핵심 VIP)
C604519663,473,4,207340.49815228122,51835.124538070304,333,4,4,4,12,Champions (핵심 VIP)
C604679161,327,1,229273.04,229273.04,479,3,4,4,11,Champions (핵심 VIP)
C604685750,273,3,638056.9261655267,212685.6420551756,533,3,4,4,11,Champions (핵심 VIP)
C60482913,380,1,197370.7,197370.7,426,4,4,4,12,Champions (핵심 VIP)
C604861145,370,1,92698.17,92698.17,436,4,4,3,11,Champions (핵심 VIP)
C605072339,546,1,337836.95,337836.95,260,4,4,4,12,Champions (핵심 VIP)
C605092601,393,1,7162011.07,7162011.07,413,4,4,4,12,Champions (핵심 VIP)
C605113420,416,1,268410.74,268410.74,390,4,4,4,12,Champions (핵심 VIP)
C60514512,331,3,394926.0822589897,131642.02741966324,475,3,4,4,11,Champions (핵심 VIP)
C605400404,256,4,374716.55666384444,93679.13916596111,550,3,4,4,11,Champions (핵심 VIP)
C605429878,278,1,368792.67,368792.67,528,3,4,4,11,Champions (핵심 VIP)
C605499525,393,1,49621.81,49621.81,413,4,4,3,11,Champions (핵심 VIP)
C605536867,330,1,286762.38,286762.38,476,3,4,4,11,Champions (핵심 VIP)
C605636777,661,1,295912.29,295912.29,145,4,4,4,12,Champions (핵심 VIP)
C605735575,354,1,326772.82,326772.82,452,4,4,4,12,Champions (핵심 VIP)
C605763526,687,1,100198.85,100198.85,119,4,4,3,11,Champions (핵심 VIP)
C605776453,330,1,250416.06,250416.06,476,3,4,4,11,Champions (핵심 VIP)
C605787590,423,1,488451.79,488451.79,383,4,4,4,12,Champions (핵심 VIP)
C605837990,258,1,322725.94,322725.94,548,3,4,4,11,Champions (핵심 VIP)
C605861991,396,1,1026552.98,1026552.98,410,4,4,4,12,Champions (핵심 VIP)
C606015945,352,1,897741.1,897741.1,454,4,4,4,12,Champions (핵심 VIP)
C606160192,587,1,114346.64,114346.64,219,4,4,3,11,Champions (핵심 VIP)
C606172873,355,1,185021.58,185021.58,451,4,4,3,11,Champions (핵심 VIP)
C606207057,323,1,268722.27,268722.27,483,3,4,4,11,Champions (핵심 VIP)
C606230690,379,1,154212.26,154212.26,427,4,4,3,11,Champions (핵심 VIP)
C606290492,592,1,262927.9,262927.9,214,4,4,4,12,Champions (핵심 VIP)
C606325964,573,1,146417.7,146417.7,233,4,4,3,11,Champions (핵심 VIP)
C606345145,401,1,299669.3,299669.3,405,4,4,4,12,Champions (핵심 VIP)
C606388074,401,1,393418.01,393418.01,405,4,4,4,12,Champions (핵심 VIP)
C606622951,403,1,48970.99,48970.99,403,4,4,3,11,Champions (핵심 VIP)
C606747365,373,1,347218.11,347218.11,433,4,4,4,12,Champions (핵심 VIP)
C606832823,400,1,397822.69,397822.69,406,4,4,4,12,Champions (핵심 VIP)
C60686762,333,1,804018.0,804018.0,473,3,4,4,11,Champions (핵심 VIP)
C606869166,397,1,2018504.84,2018504.84,409,4,4,4,12,Champions (핵심 VIP)
C606889784,576,1,695888.38,695888.38,230,4,4,4,12,Champions (핵심 VIP)
C606892693,354,1,109230.76,109230.76,452,4,4,3,11,Champions (핵심 VIP)
C606929848,322,1,237487.35,237487.35,484,3,4,4,11,Champions (핵심 VIP)
C60716592,545,1,209672.55,209672.55,261,4,4,4,12,Champions (핵심 VIP)
C607194308,397,1,159090.59,159090.59,409,4,4,3,11,Champions (핵심 VIP)
C607302584,373,1,1211556.44,1211556.44,433,4,4,4,12,Champions (핵심 VIP)
C607360214,326,1,250664.08,250664.08,480,3,4,4,11,Champions (핵심 VIP)
C607487206,393,1,168558.06,168558.06,413,4,4,3,11,Champions (핵심 VIP)
C607904326,369,1,81970.23,81970.23,437,4,4,3,11,Champions (핵심 VIP)
C607982260,374,1,885753.72,885753.72,432,4,4,4,12,Champions (핵심 VIP)
C60800115,300,1,496849.78,496849.78,506,3,4,4,11,Champions (핵심 VIP)
C608199242,279,1,252741.84,252741.84,527,3,4,4,11,Champions (핵심 VIP)
C608309833,372,1,120104.29,120104.29,434,4,4,3,11,Champions (핵심 VIP)
C608407420,403,1,50093.29,50093.29,403,4,4,3,11,Champions (핵심 VIP)
C608454002,257,1,538132.26,538132.26,549,3,4,4,11,Champions (핵심 VIP)
C608471106,375,1,297682.76,297682.76,431,4,4,4,12,Champions (핵심 VIP)
C608523584,330,1,210718.06,210718.06,476,3,4,4,11,Champions (핵심 VIP)
C60865972,378,1,179748.93,179748.93,428,4,4,3,11,Champions (핵심 VIP)
C608666641,254,1,244262.42,244262.42,552,3,4,4,11,Champions (핵심 VIP)
C608706288,393,1,424408.78,424408.78,413,4,4,4,12,Champions (핵심 VIP)
C608824718,279,1,204361.0,204361.0,527,3,4,4,11,Champions (핵심 VIP)
C608829405,421,3,325329.1826288871,108443.06087629571,385,4,4,4,12,Champions (핵심 VIP)
C608912744,335,1,195962.02,195962.02,471,3,4,4,11,Champions (핵심 VIP)
C608957596,565,1,48722.11,48722.11,241,4,4,3,11,Champions (핵심 VIP)
C608958736,379,1,109245.16,109245.16,427,4,4,3,11,Champions (핵심 VIP)
C609045535,354,1,290734.98,290734.98,452,4,4,4,12,Champions (핵심 VIP)
C609082740,273,1,267539.39,267539.39,533,3,4,4,11,Champions (핵심 VIP)
C609388556,401,1,67243.57,67243.57,405,4,4,3,11,Champions (핵심 VIP)
C609416383,405,1,131274.53,131274.53,401,4,4,3,11,Champions (핵심 VIP)
C609472178,331,4,430004.73978413444,107501.18494603361,475,3,4,4,11,Champions (핵심 VIP)
C609513809,514,1,462585.54,462585.54,292,4,4,4,12,Champions (핵심 VIP)
C609587833,353,1,260503.22,260503.22,453,4,4,4,12,Champions (핵심 VIP)
C609619659,371,1,284157.09,284157.09,435,4,4,4,12,Champions (핵심 VIP)
C609771103,550,1,191230.2,191230.2,256,4,4,4,12,Champions (핵심 VIP)
C609839859,369,1,210840.45,210840.45,437,4,4,4,12,Champions (핵심 VIP)
C609850472,377,1,347129.46,347129.46,429,4,4,4,12,Champions (핵심 VIP)
C609865697,330,1,207289.39,207289.39,476,3,4,4,11,Champions (핵심 VIP)
C609871174,370,1,245632.74,245632.74,436,4,4,4,12,Champions (핵심 VIP)
C609881114,380,1,276663.05,276663.05,426,4,4,4,12,Champions (핵심 VIP)
C609942894,278,1,308395.47,308395.47,528,3,4,4,11,Champions (핵심 VIP)
C609953301,352,1,282642.67,282642.67,454,4,4,4,12,Champions (핵심 VIP)
C609999144,324,1,325004.99,325004.99,482,3,4,4,11,Champions (핵심 VIP)
C610009541,258,1,263072.25,263072.25,548,3,4,4,11,Champions (핵심 VIP)
C610137655,253,1,386246.61,386246.61,553,3,4,4,11,Champions (핵심 VIP)
C610139342,281,1,259825.06,259825.06,525,3,4,4,11,Champions (핵심 VIP)
C610347962,405,1,49921.5,49921.5,401,4,4,3,11,Champions (핵심 VIP)
C610506976,382,1,139551.6,139551.6,424,4,4,3,11,Champions (핵심 VIP)
C610693836,353,1,83607.77,83607.77,453,4,4,3,11,Champions (핵심 VIP)
C610777753,374,1,125556.8,125556.8,432,4,4,3,11,Champions (핵심 VIP)
C610902517,371,1,1102193.71,1102193.71,435,4,4,4,12,Champions (핵심 VIP)
C610964531,352,1,586773.61,586773.61,454,4,4,4,12,Champions (핵심 VIP)
C611170976,337,1,571297.34,571297.34,469,3,4,4,11,Champions (핵심 VIP)
C611177273,398,1,52693.91,52693.91,408,4,4,3,11,Champions (핵심 VIP)
C611430126,322,1,313821.95,313821.95,484,3,4,4,11,Champions (핵심 VIP)
C611432929,334,1,229291.68,229291.68,472,3,4,4,11,Champions (핵심 VIP)
C611500490,379,3,561277.3203652374,187092.4401217458,427,4,4,4,12,Champions (핵심 VIP)
C611514158,399,1,48983.64,48983.64,407,4,4,3,11,Champions (핵심 VIP)
C611577242,274,4,1319903.125435065,329975.78135876625,532,3,4,4,11,Champions (핵심 VIP)
C611610227,399,1,253471.82,253471.82,407,4,4,4,12,Champions (핵심 VIP)
C611718772,398,1,219857.5,219857.5,408,4,4,4,12,Champions (핵심 VIP)
C611854633,376,3,680919.439297168,226973.14643238936,430,4,4,4,12,Champions (핵심 VIP)
C612017248,545,1,211328.12,211328.12,261,4,4,4,12,Champions (핵심 VIP)
C612046696,323,3,299018.27874566213,99672.75958188738,483,3,4,4,11,Champions (핵심 VIP)
C612069218,263,1,443686.32,443686.32,543,3,4,4,11,Champions (핵심 VIP)
C612125747,378,1,111235.09,111235.09,428,4,4,3,11,Champions (핵심 VIP)
C612168610,280,1,233856.9,233856.9,526,3,4,4,11,Champions (핵심 VIP)
C612236479,358,1,83055.05,83055.05,448,4,4,3,11,Champions (핵심 VIP)
C612555970,378,1,179893.65,179893.65,428,4,4,3,11,Champions (핵심 VIP)
C612556001,256,1,1650329.92,1650329.92,550,3,4,4,11,Champions (핵심 VIP)
C612637374,471,1,121551.0,121551.0,335,4,4,3,11,Champions (핵심 VIP)
C612683057,378,1,247070.32,247070.32,428,4,4,4,12,Champions (핵심 VIP)
C612697998,261,1,220962.58,220962.58,545,3,4,4,11,Champions (핵심 VIP)
C612735016,258,1,274394.05,274394.05,548,3,4,4,11,Champions (핵심 VIP)
C612914401,517,1,326551.94,326551.94,289,4,4,4,12,Champions (핵심 VIP)
C613045705,398,1,74943.7,74943.7,408,4,4,3,11,Champions (핵심 VIP)
C61318989,687,1,90391.25,90391.25,119,4,4,3,11,Champions (핵심 VIP)
C613251824,404,1,179064.41,179064.41,402,4,4,3,11,Champions (핵심 VIP)
C613268623,686,1,471907.64,471907.64,120,4,4,4,12,Champions (핵심 VIP)
C613321229,281,1,194670.92,194670.92,525,3,4,4,11,Champions (핵심 VIP)
C613554599,375,1,144276.56,144276.56,431,4,4,3,11,Champions (핵심 VIP)
C613568532,526,1,95742.18,95742.18,280,4,4,3,11,Champions (핵심 VIP)
C613668291,253,4,424789.7277165798,106197.43192914495,553,3,4,4,11,Champions (핵심 VIP)
C613714120,372,1,225597.54,225597.54,434,4,4,4,12,Champions (핵심 VIP)
C613771470,403,1,180444.47,180444.47,403,4,4,3,11,Champions (핵심 VIP)
C613786800,403,1,514788.41,514788.41,403,4,4,4,12,Champions (핵심 VIP)
C613812299,373,1,456718.75,456718.75,433,4,4,4,12,Champions (핵심 VIP)
C613958001,398,1,415410.69,415410.69,408,4,4,4,12,Champions (핵심 VIP)
C613964462,692,1,298909.51,298909.51,114,4,4,4,12,Champions (핵심 VIP)
C614096312,377,1,233732.05,233732.05,429,4,4,4,12,Champions (핵심 VIP)
C614112441,398,1,87255.62,87255.62,408,4,4,3,11,Champions (핵심 VIP)
C614137167,258,1,226731.0,226731.0,548,3,4,4,11,Champions (핵심 VIP)
C614195055,253,1,206636.74,206636.74,553,3,4,4,11,Champions (핵심 VIP)
C614353159,586,1,347222.44,347222.44,220,4,4,4,12,Champions (핵심 VIP)
C614429301,349,1,71812.67,71812.67,457,4,4,3,11,Champions (핵심 VIP)
C614460507,378,1,118391.4,118391.4,428,4,4,3,11,Champions (핵심 VIP)
C614596428,394,1,342512.22,342512.22,412,4,4,4,12,Champions (핵심 VIP)
C614661022,401,1,480110.23,480110.23,405,4,4,4,12,Champions (핵심 VIP)
C614920240,404,1,180657.28,180657.28,402,4,4,3,11,Champions (핵심 VIP)
C614927686,355,1,336773.68,336773.68,451,4,4,4,12,Champions (핵심 VIP)
C615056064,399,1,129741.4,129741.4,407,4,4,3,11,Champions (핵심 VIP)
C615079388,275,1,322714.07,322714.07,531,3,4,4,11,Champions (핵심 VIP)
C615300959,259,1,227491.51,227491.51,547,3,4,4,11,Champions (핵심 VIP)
C615320052,321,1,258409.57,258409.57,485,3,4,4,11,Champions (핵심 VIP)
C615359066,393,1,118253.26,118253.26,413,4,4,3,11,Champions (핵심 VIP)
C615388514,324,1,517516.54,517516.54,482,3,4,4,11,Champions (핵심 VIP)
C615436862,544,1,218476.43,218476.43,262,4,4,4,12,Champions (핵심 VIP)
C615450869,377,1,144471.92,144471.92,429,4,4,3,11,Champions (핵심 VIP)
C615488879,283,1,440719.32,440719.32,523,3,4,4,11,Champions (핵심 VIP)
C615590317,371,1,117122.75,117122.75,435,4,4,3,11,Champions (핵심 VIP)
C615735284,256,1,222621.18,222621.18,550,3,4,4,11,Champions (핵심 VIP)
C615795149,590,1,143755.41,143755.41,216,4,4,3,11,Champions (핵심 VIP)
C615795464,325,1,460524.27,460524.27,481,3,4,4,11,Champions (핵심 VIP)
C616124185,375,1,189294.81,189294.81,431,4,4,3,11,Champions (핵심 VIP)
C616299978,305,1,2057330.26,2057330.26,501,3,4,4,11,Champions (핵심 VIP)
C61653530,254,1,548501.99,548501.99,552,3,4,4,11,Champions (핵심 VIP)
C616604365,394,1,55893.99,55893.99,412,4,4,3,11,Champions (핵심 VIP)
C61664461,260,4,1247856.0494085196,311964.0123521299,546,3,4,4,11,Champions (핵심 VIP)
C616744287,323,1,230898.92,230898.92,483,3,4,4,11,Champions (핵심 VIP)
C616750317,253,1,340281.09,340281.09,553,3,4,4,11,Champions (핵심 VIP)
C61708818,522,1,243305.15,243305.15,284,4,4,4,12,Champions (핵심 VIP)
C617154602,357,1,107371.16,107371.16,449,4,4,3,11,Champions (핵심 VIP)
C617519057,372,1,311243.89,311243.89,434,4,4,4,12,Champions (핵심 VIP)
C61786834,400,1,205632.42,205632.42,406,4,4,4,12,Champions (핵심 VIP)
C61788545,305,1,3258459.6,3258459.6,501,3,4,4,11,Champions (핵심 VIP)
C618181804,280,1,242751.24,242751.24,526,3,4,4,11,Champions (핵심 VIP)
C618219074,380,1,70514.91,70514.91,426,4,4,3,11,Champions (핵심 VIP)
C618282709,375,4,2157445.80556528,539361.45139132,431,4,4,4,12,Champions (핵심 VIP)
C618365908,332,1,4089316.49,4089316.49,474,3,4,4,11,Champions (핵심 VIP)
C618371686,360,1,320804.09,320804.09,446,4,4,4,12,Champions (핵심 VIP)
C618456876,383,1,136196.71,136196.71,423,4,4,3,11,Champions (핵심 VIP)
C61850825,282,1,771802.88,771802.88,524,3,4,4,11,Champions (핵심 VIP)
C618537315,397,1,240499.55,240499.55,409,4,4,4,12,Champions (핵심 VIP)
C61883393,446,4,88266.55030262779,22066.637575656947,360,4,4,3,11,Champions (핵심 VIP)
C618848655,372,1,61380.94,61380.94,434,4,4,3,11,Champions (핵심 VIP)
C619053632,376,1,985649.35,985649.35,430,4,4,4,12,Champions (핵심 VIP)
C619080969,357,5,57428.41521190496,11485.683042380992,449,4,4,3,11,Champions (핵심 VIP)
C619241293,280,1,283790.99,283790.99,526,3,4,4,11,Champions (핵심 VIP)
C619350162,405,1,135288.61,135288.61,401,4,4,3,11,Champions (핵심 VIP)
C619369313,353,1,341031.77,341031.77,453,4,4,4,12,Champions (핵심 VIP)
C619489063,308,1,205966.4,205966.4,498,3,4,4,11,Champions (핵심 VIP)
C619600536,356,1,259567.0,259567.0,450,4,4,4,12,Champions (핵심 VIP)
C619600622,690,1,59994.15,59994.15,116,4,4,3,11,Champions (핵심 VIP)
C619607011,371,1,395309.01,395309.01,435,4,4,4,12,Champions (핵심 VIP)
C619625981,302,1,580420.99,580420.99,504,3,4,4,11,Champions (핵심 VIP)
C61964566,608,1,363009.51,363009.51,198,4,4,4,12,Champions (핵심 VIP)
C619666469,327,1,341918.68,341918.68,479,3,4,4,11,Champions (핵심 VIP)
C619669789,332,1,342671.75,342671.75,474,3,4,4,11,Champions (핵심 VIP)
C619756743,306,5,529632.0705138788,105926.41410277577,500,3,4,4,11,Champions (핵심 VIP)
C619833358,401,1,156446.87,156446.87,405,4,4,3,11,Champions (핵심 VIP)
C619964487,281,1,370380.76,370380.76,525,3,4,4,11,Champions (핵심 VIP)
C619978522,332,1,307992.04,307992.04,474,3,4,4,11,Champions (핵심 VIP)
