nameOrig,last_step,Frequency,MonetarySum,MonetaryAvg,Recency
C2036257943,22,0,0.0,0.0,784
C2036260629,137,1,213865.69,213865.69,669
C2036319812,138,1,131005.51,131005.51,668
C2036331971,136,1,26247.79,26247.79,670
C2036357657,469,1,384236.41,384236.41,337
C2036357990,156,1,64798.46,64798.46,650
C2036395336,323,1,108698.59,108698.59,483
C2036431933,54,0,0.0,0.0,752
C2036436385,402,1,184091.96,184091.96,404
C2036457388,162,1,107958.45,107958.45,644
C2036462106,212,4,20454.135977151782,5113.5339942879455,594
C203647145,284,1,136957.06,136957.06,522
C2036501082,225,1,38402.46,38402.46,581
C2036545715,347,1,5060.26,5060.26,459
C2036550854,68,1,2834.4056407490098,2834.4056407490098,738
C2036555146,36,0,0.0,0.0,770
C203655655,212,1,211272.85,211272.85,594
C2036565361,347,1,3185.58,3185.58,459
C2036582411,692,1,464382.51,464382.51,114
C2036590516,323,1,7627.72,7627.72,483
C2036598181,380,1,79830.94,79830.94,426
C2036608052,14,0,0.0,0.0,792
C2036641698,259,1,91085.52,91085.52,547
C2036658276,596,5,714082.0025062736,142816.4005012547,210
C2036667696,259,1,4646.64,4646.64,547
C2036678581,332,1,44943.95,44943.95,474
C2036683233,185,1,87327.09,87327.09,621
C2036708434,305,1,250868.39,250868.39,501
C2036720607,672,1,330756.72,330756.72,134
C2036723928,12,0,0.0,0.0,794
C2036727349,159,1,335610.28,335610.28,647
C2036736085,45,0,0.0,0.0,761
C203674477,397,1,140395.46,140395.46,409
C2036762502,374,1,73434.45,73434.45,432
C2036764091,9,0,0.0,0.0,797
C203677789,297,1,12852.43,12852.43,509
C2036783275,275,3,1074012.3887605623,358004.1295868541,531
C203679506,283,1,302879.38,302879.38,523
C2036823071,93,1,8849.96,8849.96,713
C2036839135,157,1,122969.0,122969.0,649
C2036879654,203,1,5309.72,5309.72,603
C203692418,358,1,13088.94,13088.94,448
C2036941735,142,1,1140.7,1140.7,664
C2036952087,401,1,292918.12,292918.12,405
C2036997475,14,0,0.0,0.0,792
C2037050531,397,1,33788.06,33788.06,409
C2037074923,352,1,200434.4,200434.4,454
C203707652,204,1,42420.02,42420.02,602
C2037080349,396,1,27716.66,27716.66,410
C2037101801,163,1,211314.22,211314.22,643
C2037161219,64,1,6177.851267965417,6177.851267965417,742
C2037182797,334,1,72115.27,72115.27,472
C2037211721,326,1,22723.91,22723.91,480
C2037235045,212,1,18252.92,18252.92,594
C2037256612,402,3,248416.93739992756,82805.64579997586,404
C2037279518,161,1,48097.13,48097.13,645
C2037285595,453,5,253758.9263311709,50751.785266234176,353
C2037289040,299,1,86769.48,86769.48,507
C2037293504,681,1,305402.35,305402.35,125
C2037293779,302,1,3672.89,3672.89,504
C203733869,156,1,5436.98,5436.98,650
C2037379530,237,1,179.86,179.86,569
C2037403260,35,0,0.0,0.0,771
C2037432016,474,1,87714.62,87714.62,332
C2037436948,401,1,45634.93,45634.93,405
C2037454403,687,1,5387.01,5387.01,119
C2037456941,250,1,135703.71,135703.71,556
C2037458158,401,1,301589.78,301589.78,405
C2037474898,12,0,0.0,0.0,794
C203748334,299,1,367050.13,367050.13,507
C2037492283,58,0,0.0,0.0,748
C203750648,323,1,347338.08,347338.08,483
C2037511806,442,1,6988.26,6988.26,364
C2037519549,258,1,343631.17,343631.17,548
C2037546129,211,1,28659.47,28659.47,595
C2037546350,283,1,139867.25,139867.25,523
C2037555355,10,0,0.0,0.0,796
C2037571899,38,0,0.0,0.0,768
C2037622481,34,0,0.0,0.0,772
C203767612,155,1,13854.92,13854.92,651
C203768276,19,0,0.0,0.0,787
C2037711890,307,1,117082.21,117082.21,499
C2037716515,252,1,10451.75,10451.75,554
C20377417,177,1,18792.89,18792.89,629
C2037749918,378,1,19912.37,19912.37,428
C2037823202,186,1,29016.76,29016.76,620
C2037828387,205,1,18254.86,18254.86,601
C2037836555,186,1,288780.39,288780.39,620
C2037845794,44,0,0.0,0.0,762
C2037848081,307,1,59797.4,59797.4,499
C203785901,11,0,0.0,0.0,795
C203787814,250,1,16367.81,16367.81,556
C2037879739,178,1,43160.63,43160.63,628
C2037907677,205,1,712761.09,712761.09,601
C2037914862,206,1,2826.65,2826.65,600
C2037953951,16,0,0.0,0.0,790
C2037978273,354,1,262407.35,262407.35,452
C2037983529,307,1,571175.25,571175.25,499
C2037987303,276,1,101191.73,101191.73,530
C2038004377,17,0,0.0,0.0,789
C2038022133,540,1,15275.81,15275.81,266
C2038024888,40,0,0.0,0.0,766
C2038031724,308,1,52184.74,52184.74,498
C2038033162,14,0,0.0,0.0,792
C2038074794,18,0,0.0,0.0,788
C2038116935,139,1,110193.51,110193.51,667
C20381259,329,1,190546.71,190546.71,477
C2038167988,250,1,17595.56,17595.56,556
C2038179002,284,1,7261.05,7261.05,522
C203820306,184,1,9431.37,9431.37,622
C2038208046,211,4,35672.36050776391,8918.090126940977,595
C2038251607,11,0,0.0,0.0,795
C2038274002,105,2,975459.3209514732,487729.6604757366,701
C2038280244,211,1,106505.36,106505.36,595
C2038294608,378,1,2784.14,2784.14,428
C2038295020,256,1,46586.98,46586.98,550
C2038380722,307,1,170208.67,170208.67,499
C2038386705,202,1,8016.65,8016.65,604
C20384275,204,1,6910.26,6910.26,602
C2038431388,230,1,20085.25,20085.25,576
C2038437206,300,1,8108.67,8108.67,506
C2038478996,9,0,0.0,0.0,797
C2038510177,257,1,54936.59,54936.59,549
C2038516915,325,1,23981.99,23981.99,481
C203852107,12,0,0.0,0.0,794
C2038521214,379,1,4464.68,4464.68,427
C2038556753,355,1,12297.03,12297.03,451
C2038660429,322,1,40982.26,40982.26,484
C2038682660,255,1,11123.99,11123.99,551
C2038686735,20,0,0.0,0.0,786
C2038735421,279,1,230996.39,230996.39,527
C2038763539,8,0,0.0,0.0,798
C2038782206,15,0,0.0,0.0,791
C2038784722,132,1,59386.26,59386.26,674
C2038833145,538,1,150072.34,150072.34,268
C2038888220,393,1,678512.09,678512.09,413
C2038901270,241,1,16842.09,16842.09,565
C2038901943,185,1,41619.97,41619.97,621
C2038938433,185,1,223753.41,223753.41,621
C2038957459,307,5,2211623.776274327,442324.75525486545,499
C203898857,180,1,27192.05,27192.05,626
C2039023272,161,1,3226.18,3226.18,645
C2039044414,303,1,15632.64,15632.64,503
C2039048830,10,0,0.0,0.0,796
C2039063614,165,1,185385.54,185385.54,641
C2039065646,490,1,10903.19,10903.19,316
C2039079450,142,1,1132.51,1132.51,664
C2039084546,17,0,0.0,0.0,789
C2039089240,496,1,190162.27,190162.27,310
C2039096684,44,0,0.0,0.0,762
C2039132461,213,1,7676.75,7676.75,593
C2039186549,413,1,115085.31,115085.31,393
C2039212510,282,1,4833.47,4833.47,524
C2039229361,16,0,0.0,0.0,790
C2039234618,354,1,442534.03,442534.03,452
C2039243404,162,1,6648.98,6648.98,644
C2039255353,133,1,489938.67,489938.67,673
C2039282322,209,1,296675.64,296675.64,597
C203928420,38,0,0.0,0.0,768
C2039289498,43,0,0.0,0.0,763
C2039355178,303,1,174237.55,174237.55,503
C2039384948,135,1,236551.66,236551.66,671
C2039400836,281,1,345086.69,345086.69,525
C2039418639,166,1,3117.54,3117.54,640
C2039438817,181,1,82952.5,82952.5,625
C2039465309,451,1,99646.73,99646.73,355
C2039513413,210,1,161477.23,161477.23,596
C2039540384,709,1,179733.42,179733.42,97
C2039562245,328,1,1444549.4,1444549.4,478
C203956672,476,1,78611.82,78611.82,330
C2039607583,13,0,0.0,0.0,793
C2039644113,324,1,255882.3,255882.3,482
C2039661046,548,1,197211.53,197211.53,258
C2039683264,505,1,187993.25,187993.25,301
C2039687414,20,0,0.0,0.0,786
C20397822,259,1,4759.18,4759.18,547
C2039791674,396,1,52831.35,52831.35,410
C203979444,354,1,15014.85,15014.85,452
C203980859,135,1,3153.99,3153.99,671
C2039809086,306,1,522419.46,522419.46,500
C203981004,204,1,650560.2,650560.2,602
C2039811396,93,1,163085.92,163085.92,713
C2039812927,232,1,1535268.4,1535268.4,574
C2039815848,207,1,37998.11,37998.11,599
C2039823072,234,3,90527.84198609667,30175.94732869889,572
C2039858477,353,1,253754.0,253754.0,453
C2039865171,281,1,91910.7,91910.7,525
C2039874328,399,1,6484.74,6484.74,407
C2039887887,400,1,309814.99,309814.99,406
C2039888914,227,1,255395.0,255395.0,579
C2039910527,250,1,201616.39,201616.39,556
C2039933426,238,1,6182.16,6182.16,568
C2039964471,136,1,2341.95,2341.95,670
C2039969168,160,1,688380.7,688380.7,646
C2039977814,37,0,0.0,0.0,769
C2039983717,162,1,13539.01,13539.01,644
C2039992528,285,1,4172.23,4172.23,521
C2040030406,140,1,199757.83,199757.83,666
C2040086069,249,1,457223.97,457223.97,557
C2040096461,592,1,320593.86,320593.86,214
C2040110577,158,1,24873.93,24873.93,648
C2040141868,278,1,86128.85,86128.85,528
C2040146117,141,1,140869.91,140869.91,665
C2040161543,322,1,4408.9,4408.9,484
C2040167362,396,1,264817.57,264817.57,410
C2040188026,161,1,635655.17,635655.17,645
C2040189799,416,1,12598.34,12598.34,390
C2040301127,347,1,315689.9,315689.9,459
C2040313545,369,1,250195.7,250195.7,437
C2040334649,18,0,0.0,0.0,788
C2040355359,403,1,23143.1,23143.1,403
C2040358021,209,1,10.16,10.16,597
C2040371492,300,1,3701.85,3701.85,506
C2040373446,397,1,204236.25,204236.25,409
C2040375026,42,0,0.0,0.0,764
C2040375803,18,0,0.0,0.0,788
C2040400862,188,1,7859.55,7859.55,618
C2040403896,369,1,583343.47,583343.47,437
C2040465259,138,1,65605.1,65605.1,668
C2040497892,36,0,0.0,0.0,770
C2040515618,14,0,0.0,0.0,792
C2040541628,20,0,0.0,0.0,786
C204054342,394,1,8875.88,8875.88,412
C2040552736,542,1,15844.66,15844.66,264
C2040556881,250,1,161660.11,161660.11,556
C2040626756,309,1,221129.08,221129.08,497
C2040648254,10,0,0.0,0.0,796
C2040682123,284,1,11135.4,11135.4,522
C2040745664,228,1,375469.38,375469.38,578
C2040748871,201,1,421776.22,421776.22,605
C204076062,202,1,13676.95,13676.95,604
C2040771438,190,1,174550.88,174550.88,616
C2040774452,547,1,482.02,482.02,259
C2040786927,186,1,9488.98,9488.98,620
C2040813469,259,1,39088.37,39088.37,547
C2040815325,441,3,8625179.972536463,2875059.990845488,365
C2040829600,97,1,14863.7,14863.7,709
C2040832567,184,1,210791.07,210791.07,622
C2040835630,380,1,155107.74,155107.74,426
C2040882258,183,1,2192.54,2192.54,623
C2040918573,522,1,271861.92,271861.92,284
C2040948201,11,0,0.0,0.0,795
C2040965395,189,1,9163.82,9163.82,617
C2040999120,154,1,151152.93,151152.93,652
C2041020945,164,1,11112.29,11112.29,642
C2041045654,252,1,200800.93,200800.93,554
C204105685,212,1,2589.05,2589.05,594
C2041071832,33,0,0.0,0.0,773
C2041074728,351,1,120357.71,120357.71,455
C2041095039,212,1,2569.28,2569.28,594
C2041104684,9,0,0.0,0.0,797
C2041133238,210,1,37823.77,37823.77,596
C2041155503,177,1,216185.86,216185.86,629
C2041175684,40,0,0.0,0.0,766
C204118362,350,1,442544.48,442544.48,456
C2041199368,9,0,0.0,0.0,797
C2041208495,396,1,170688.63,170688.63,410
C2041235125,39,0,0.0,0.0,767
C2041238469,276,1,202069.28,202069.28,530
C2041245478,379,1,2060.28,2060.28,427
C2041260306,157,1,347570.28,347570.28,649
C2041275393,589,1,5399.4,5399.4,217
C2041326860,225,1,15247.97,15247.97,581
C2041331387,204,1,5982.51,5982.51,602
C2041340398,377,1,111488.18,111488.18,429
C2041343492,259,1,48663.77,48663.77,547
C2041366568,279,1,28308.35,28308.35,527
C2041386785,249,1,144021.94,144021.94,557
C2041390908,156,1,345.2,345.2,650
C2041401842,187,1,233741.45,233741.45,619
C2041406465,259,1,1932.42,1932.42,547
C2041470843,235,1,132614.43,132614.43,571
C2041505179,19,0,0.0,0.0,787
C2041508656,226,1,17466.36,17466.36,580
C2041526471,12,0,0.0,0.0,794
C2041545222,159,1,221583.05,221583.05,647
C204157856,17,0,0.0,0.0,789
C2041588489,351,1,14435.27,14435.27,455
C2041609232,41,0,0.0,0.0,765
C2041618187,302,1,59965.32,59965.32,504
C2041644224,378,1,320799.8,320799.8,428
C204167231,207,1,125342.12,125342.12,599
C2041675270,154,1,228636.43,228636.43,652
C204167936,261,1,39829.21,39829.21,545
C2041686259,372,1,8426.71,8426.71,434
C2041691114,404,1,77565.28,77565.28,402
C2041727772,670,1,7189.18,7189.18,136
C2041740643,202,1,128828.85,128828.85,604
C2041759303,139,1,188825.65,188825.65,667
C2041768551,134,1,4461.33,4461.33,672
C2041791499,17,0,0.0,0.0,789
C2041814910,395,1,1650.85,1650.85,411
C2041817614,284,1,5804.85,5804.85,522
C2041876240,348,1,58116.63,58116.63,458
C2041878227,304,1,90811.76,90811.76,502
C2041889583,404,1,4466.84,4466.84,402
C2041904416,522,1,47650.89,47650.89,284
C2041905644,235,1,362455.96,362455.96,571
C204191879,209,1,204017.56,204017.56,597
C2041942844,469,1,6484526.8,6484526.8,337
C2041956680,11,0,0.0,0.0,795
C2041973546,383,1,47825.54,47825.54,423
C2041996859,8,0,0.0,0.0,798
C2042016311,259,1,269698.42,269698.42,547
C2042018888,163,1,17411.76,17411.76,643
C2042029411,311,1,131764.83,131764.83,495
C204206016,130,1,18311.53,18311.53,676
C2042082834,346,1,29380.79,29380.79,460
C2042101417,331,1,35920.28,35920.28,475
C2042125637,34,0,0.0,0.0,772
C2042183443,236,1,235.66,235.66,570
C2042235598,231,1,660989.74,660989.74,575
C2042244244,249,1,124641.78,124641.78,557
C2042247595,406,1,16385.25,16385.25,400
C2042280167,154,1,280066.03,280066.03,652
C2042302027,616,5,1180001.9221785031,236000.38443570063,190
C2042322816,324,1,179920.78,179920.78,482
C2042337996,41,0,0.0,0.0,765
C2042357338,297,1,100849.75,100849.75,509
C2042363683,300,1,337910.16,337910.16,506
C2042379105,93,1,22027.88,22027.88,713
C2042422919,205,1,158056.14,158056.14,601
C2042431970,170,1,1216.91,1216.91,636
C2042455182,208,1,4989.48,4989.48,598
C2042460192,158,1,99230.21,99230.21,648
C2042494797,136,1,6547.4,6547.4,670
C2042498963,18,0,0.0,0.0,788
C2042509467,16,0,0.0,0.0,790
C2042520625,398,1,84514.35,84514.35,408
C2042522670,130,1,191774.12,191774.12,676
C2042529313,546,1,9889.03,9889.03,260
C20425414,300,1,315142.4,315142.4,506
C2042550480,154,1,51460.65,51460.65,652
C2042551180,257,1,11481.44,11481.44,549
C2042564377,133,1,118380.4,118380.4,673
C2042571054,321,1,17684.86,17684.86,485
C2042587345,380,1,5170.34,5170.34,426
C2042629722,137,1,76832.71,76832.71,669
C2042632594,37,0,0.0,0.0,769
C2042633841,370,1,132487.89,132487.89,436
C2042636885,190,1,285606.5,285606.5,616
C2042649976,254,1,12201.55,12201.55,552
C2042726700,184,1,23081.25,23081.25,622
C2042745698,234,1,4230.39,4230.39,572
C2042750480,33,0,0.0,0.0,773
C2042770779,309,1,374443.56,374443.56,497
C204281865,179,1,54434.44,54434.44,627
C2042841221,208,1,571149.55,571149.55,598
C2042887194,278,1,193616.96,193616.96,528
C2042943287,154,1,31880.03,31880.03,652
C2042960041,301,1,21771.63,21771.63,505
C2043016800,404,1,4887.44,4887.44,402
C2043036052,256,1,17431.09,17431.09,550
C2043038226,379,1,201188.81,201188.81,427
C2043089245,181,1,8003.25,8003.25,625
C2043097348,300,1,277896.6,277896.6,506
C2043097970,328,1,372696.55,372696.55,478
C2043100406,253,1,16837.45,16837.45,553
C2043107424,251,1,116760.47,116760.47,555
C2043125776,380,1,3544.89,3544.89,426
C2043131814,260,1,60881.62,60881.62,546
C2043139881,349,1,7055.14,7055.14,457
C2043156060,45,0,0.0,0.0,761
C2043165590,160,1,138002.78,138002.78,646
C2043178005,187,1,16306.19,16306.19,619
C2043209196,285,1,1717.39,1717.39,521
C2043220614,301,1,52142.29,52142.29,505
C2043249040,43,0,0.0,0.0,763
C2043299682,136,1,15407.79,15407.79,670
C2043310553,304,1,261832.06,261832.06,502
C2043339429,42,0,0.0,0.0,764
C2043343500,299,1,162243.14,162243.14,507
C2043355476,162,1,47596.8,47596.8,644
C2043401313,180,1,3984.13,3984.13,626
C204341348,307,1,10972.48,10972.48,499
C2043417729,255,1,3452.27,3452.27,551
C204343879,249,1,5912.43,5912.43,557
C2043462669,322,1,66782.86,66782.86,484
C2043487818,160,1,362532.97,362532.97,646
C2043502623,249,3,549717.993709415,183239.33123647165,557
C2043508066,372,1,1526.99,1526.99,434
C2043540445,403,1,23914.09,23914.09,403
C2043578684,205,1,11663.32,11663.32,601
C2043597363,206,1,141714.93,141714.93,600
C2043600119,133,1,21310.64,21310.64,673
C2043610249,132,1,14442.8,14442.8,674
C2043628851,379,1,171032.6,171032.6,427
C2043645898,230,1,54073.6,54073.6,576
C2043667059,157,1,71796.38,71796.38,649
C2043714513,258,1,25393.09,25393.09,548
C2043715917,134,1,13571.72,13571.72,672
C2043718521,187,1,2073668.31,2073668.31,619
C2043752211,274,1,94044.81,94044.81,532
C2043772409,495,1,23584.55,23584.55,311
C2043803103,258,1,94528.98,94528.98,548
C2043820391,354,1,84894.29,84894.29,452
C2043823243,283,1,462313.85,462313.85,523
C2043829746,302,1,71986.86,71986.86,504
C2043869866,403,1,216889.1,216889.1,403
C2043880672,167,1,1096385.54,1096385.54,639
C2043888613,298,1,141758.84,141758.84,508
C2043888765,398,1,95379.2,95379.2,408
C204388877,40,0,0.0,0.0,766
C2043953867,281,1,378860.57,378860.57,525
C2043969571,280,1,1164.73,1164.73,526
C2043989639,382,1,34924.97,34924.97,424
C2044021805,231,1,125954.62,125954.62,575
C2044022780,41,0,0.0,0.0,765
C2044069642,322,1,59901.95,59901.95,484
C2044074259,13,0,0.0,0.0,793
C2044086167,371,1,238416.66,238416.66,435
C2044122126,276,1,280564.82,280564.82,530
C204412607,12,0,0.0,0.0,794
C2044138506,285,1,12988.05,12988.05,521
C2044181856,252,1,38714.47,38714.47,554
C2044184416,43,0,0.0,0.0,763
C2044203750,404,1,93225.03,93225.03,402
C2044230025,522,1,231988.24,231988.24,284
C2044251115,43,0,0.0,0.0,763
C2044267786,17,0,0.0,0.0,789
C2044278431,203,1,6214.65,6214.65,603
C2044304842,17,0,0.0,0.0,789
C2044315697,377,1,116371.57,116371.57,429
C2044319642,18,0,0.0,0.0,788
C2044342579,250,1,14615.17,14615.17,556
C2044415299,408,1,7115.73,7115.73,398
C2044438506,236,1,2690.59,2690.59,570
C2044468013,283,1,379142.21,379142.21,523
C2044474820,233,1,142083.41,142083.41,573
C2044476010,183,1,5873.18,5873.18,623
C2044491301,355,1,40959.02,40959.02,451
C2044501206,8,0,0.0,0.0,798
C2044534565,252,1,48966.96,48966.96,554
C2044537966,16,0,0.0,0.0,790
C2044540326,306,1,7880.14,7880.14,500
C2044542839,325,1,519942.2,519942.2,481
C204458364,307,1,31145.88,31145.88,499
C2044583875,279,1,166595.4,166595.4,527
C2044635012,396,5,10436.886414441731,2087.377282888346,410
C2044650132,274,5,51089.48004235161,10217.896008470323,532
C2044673403,203,1,7016.1,7016.1,603
C2044679112,23,0,0.0,0.0,783
C2044684631,47,0,0.0,0.0,759
C2044690138,141,1,143802.13,143802.13,665
C2044707471,137,1,185224.02,185224.02,669
C2044710351,165,1,69304.78,69304.78,641
C204472291,163,1,142028.76,142028.76,643
C2044729221,44,0,0.0,0.0,762
C2044731838,399,1,468.35,468.35,407
C2044736742,9,0,0.0,0.0,797
C2044749354,129,1,5358.54,5358.54,677
C2044772685,131,1,196628.96,196628.96,675
C2044819370,490,1,7657.43,7657.43,316
C2044819980,306,1,328236.65,328236.65,500
C2044862568,284,1,6659.64,6659.64,522
C2044863824,20,0,0.0,0.0,786
C2044875826,252,1,75759.4,75759.4,554
C2044881430,165,1,62107.14,62107.14,641
C2044888689,7,0,0.0,0.0,799
C2044912074,39,0,0.0,0.0,767
C2044915673,402,4,1555973.5935867315,388993.39839668287,404
C2044922694,373,1,19782.13,19782.13,433
C2044932226,308,1,23093.29,23093.29,498
C2045017606,325,1,9356.67,9356.67,481
C2045017845,203,1,12938.23,12938.23,603
C2045055283,348,1,8158.27,8158.27,458
C204505840,129,1,223351.45,223351.45,677
C2045097302,595,1,12924.85,12924.85,211
C2045126712,330,1,14249.97,14249.97,476
C2045145765,334,1,116723.31,116723.31,472
C2045164201,163,1,45004.29,45004.29,643
C2045184317,567,1,3546.55,3546.55,239
C2045214871,20,0,0.0,0.0,786
C2045248446,208,4,41794.91990263089,10448.729975657723,598
C2045257656,159,1,19982.15,19982.15,647
C2045263288,36,0,0.0,0.0,770
C2045273815,328,1,75283.29,75283.29,478
C2045280376,190,1,67396.08,67396.08,616
C2045288691,237,1,43209.97,43209.97,569
C2045318772,185,1,37235.14,37235.14,621
C204533075,188,1,50745.74,50745.74,618
C2045384463,301,1,15605.89,15605.89,505
C2045399649,135,1,524929.52,524929.52,671
C2045411521,132,1,4077.84,4077.84,674
C204542710,227,1,101008.22,101008.22,579
C2045515285,691,1,5468.31,5468.31,115
C2045532088,6,0,0.0,0.0,800
C2045534551,301,1,38887.62,38887.62,505
C2045579081,375,1,276371.39,276371.39,431
C2045632982,141,1,378661.81,378661.81,665
C2045635455,405,1,221991.63,221991.63,401
C2045641168,19,0,0.0,0.0,787
C2045648509,522,1,321292.59,321292.59,284
C2045652028,359,1,39383.77,39383.77,447
C2045679005,346,5,25062.89861217289,5012.579722434578,460
C2045706685,228,1,32384.51,32384.51,578
C2045709412,686,1,152815.85,152815.85,120
C2045728700,16,0,0.0,0.0,790
C2045762427,206,1,276575.77,276575.77,600
C2045771610,225,1,175564.37,175564.37,581
C2045788529,210,1,189266.06,189266.06,596
C2045832925,250,1,875017.12,875017.12,556
C2045853866,298,1,1687.79,1687.79,508
C2045912089,212,1,59298.48,59298.48,594
C2045924730,279,1,49214.61,49214.61,527
C2045927307,182,1,3812.3,3812.3,624
C2045995188,303,1,474432.45,474432.45,503
C2045996332,297,1,14215.37,14215.37,509
C2046043183,357,1,43180.08,43180.08,449
C204607109,162,1,254903.65,254903.65,644
C2046082494,324,1,21386.27,21386.27,482
C2046089293,276,1,30168.8,30168.8,530
C204611269,285,1,265683.55,265683.55,521
C2046116911,355,1,8676.0,8676.0,451
C2046167250,323,1,144940.92,144940.92,483
C2046203232,331,1,63910.34,63910.34,475
C2046213066,330,1,233468.27,233468.27,476
C2046235627,192,1,11649.73,11649.73,614
C2046307794,522,1,226670.95,226670.95,284
C2046319828,188,1,210629.11,210629.11,618
C2046341308,400,1,58858.83,58858.83,406
C2046342968,371,1,16111.44,16111.44,435
C2046361215,323,1,4088854.21,4088854.21,483
C2046431747,142,1,72.78,72.78,664
C2046444977,686,1,319836.02,319836.02,120
C2046450266,299,5,18281.07074278261,3656.2141485565216,507
C204649898,158,1,18138.04,18138.04,648
C2046499863,279,1,194376.01,194376.01,527
C2046505865,382,1,127468.51,127468.51,424
C2046538707,11,0,0.0,0.0,795
C2046561472,162,1,117281.28,117281.28,644
C2046571394,322,1,108729.16,108729.16,484
C2046610856,155,1,426366.27,426366.27,651
C2046641877,490,1,118394.56,118394.56,316
C2046660739,43,0,0.0,0.0,763
C2046666501,299,5,687050.5833199838,137410.11666399677,507
C2046689252,132,1,41095.84,41095.84,674
C2046721808,137,1,34648.63,34648.63,669
C2046749385,569,1,6763.06,6763.06,237
C2046780561,403,1,124291.43,124291.43,403
C2046791222,8,0,0.0,0.0,798
C20468110,353,1,5146.26,5146.26,453
C2046829710,398,1,11439.35,11439.35,408
C2046878171,346,5,753358.6122309342,150671.72244618685,460
C2046885234,351,1,47904.07,47904.07,455
C2046915215,137,1,5034.97,5034.97,669
C2046992488,227,1,51040.03,51040.03,579
C2047009445,183,1,138975.61,138975.61,623
C2047019367,332,1,5287.28,5287.28,474
C2047029904,524,1,3806.23,3806.23,282
C2047125668,398,1,117476.84,117476.84,408
C2047178958,44,0,0.0,0.0,762
C2047286962,351,1,653777.62,653777.62,455
C2047291940,601,1,510032.45,510032.45,205
C2047304372,236,1,63520.8,63520.8,570
C2047339051,308,1,234394.97,234394.97,498
C2047348702,186,1,4988.51,4988.51,620
C2047381978,133,1,36538.26,36538.26,673
C2047417929,256,1,131110.38,131110.38,550
C2047431254,182,1,283045.58,283045.58,624
C2047494724,376,1,14601.76,14601.76,430
C2047498223,16,0,0.0,0.0,790
C2047506141,261,1,80709.2,80709.2,545
C2047514751,186,1,17785.84,17785.84,620
C2047530537,230,1,34112.73,34112.73,576
C2047557933,253,1,152126.57,152126.57,553
C2047576525,204,1,168465.72,168465.72,602
C204757995,324,1,11027.71,11027.71,482
C2047591290,299,1,13997.9,13997.9,507
C204759862,236,1,8900.62,8900.62,570
C2047598706,261,1,181842.03,181842.03,545
C2047617466,336,1,4910.7,4910.7,470
C2047627907,347,1,211385.99,211385.99,459
C2047628220,273,1,371688.63,371688.63,533
C2047640793,399,1,140102.53,140102.53,407
C2047645555,232,1,189788.29,189788.29,574
C2047646163,35,0,0.0,0.0,771
C2047653151,161,1,182296.87,182296.87,645
C2047670751,302,1,21636.82,21636.82,504
C2047715743,396,1,750995.12,750995.12,410
C2047721383,361,1,2439.81,2439.81,445
C2047770317,326,1,32835.29,32835.29,480
C2047786013,256,1,219505.67,219505.67,550
C2047808892,321,5,350249.5527664286,70049.91055328572,485
C2047833689,514,1,7934.39,7934.39,292
C2047857660,404,5,1229465.2377639678,245893.04755279358,402
C20478656,260,1,5476.67,5476.67,546
C2047874427,185,1,306270.5,306270.5,621
C2047878992,20,0,0.0,0.0,786
C2047887836,45,0,0.0,0.0,761
C2047912020,13,0,0.0,0.0,793
C204791600,162,1,49580.66,49580.66,644
C2047942027,160,1,5541.73,5541.73,646
C2047943127,253,1,6750.57,6750.57,553
C2047951131,406,1,130894.56,130894.56,400
C2047955535,309,1,43920.7,43920.7,497
C2047958378,305,1,451282.76,451282.76,501
C2047998980,39,0,0.0,0.0,767
C2048000123,408,1,479232.17,479232.17,398
C2048004057,215,1,46131.68,46131.68,591
C2048029453,514,1,16720.78,16720.78,292
C2048030135,381,1,16580.6,16580.6,425
C2048047710,10,0,0.0,0.0,796
C2048059048,206,1,165916.4,165916.4,600
C2048085282,687,1,818760.96,818760.96,119
C2048103982,331,1,529295.45,529295.45,475
C204811559,522,1,280827.22,280827.22,284
C2048165757,298,1,77152.73,77152.73,508
C2048206935,226,4,11149.636810054573,2787.4092025136433,580
C2048293373,225,1,2710.8,2710.8,581
C2048341497,45,0,0.0,0.0,761
C204834635,129,1,152704.79,152704.79,677
C2048356851,348,1,11470.72,11470.72,458
C204837053,43,0,0.0,0.0,763
C2048427229,85,1,8836.424122693115,8836.424122693115,721
C2048516489,300,1,127937.89,127937.89,506
C2048517050,135,1,210463.31,210463.31,671
C2048520158,355,1,227340.65,227340.65,451
C2048594049,187,1,15723.05,15723.05,619
C2048625125,256,1,86895.68,86895.68,550
C2048667699,358,1,26545.78,26545.78,448
C2048680676,17,0,0.0,0.0,789
C2048691114,301,1,37432.31,37432.31,505
C2048709324,282,1,173470.26,173470.26,524
C2048715962,396,1,7918.68,7918.68,410
C204871836,444,5,6545417.288240647,1309083.4576481294,362
C2048733126,321,1,6742.05,6742.05,485
C2048742119,206,1,8783.72,8783.72,600
C2048779275,16,0,0.0,0.0,790
C20488256,205,1,238185.99,238185.99,601
C204886314,208,1,245467.38,245467.38,598
C2048896191,139,1,62.36,62.36,667
C2048905562,260,1,340608.02,340608.02,546
C2048964783,39,0,0.0,0.0,767
C2048976130,527,1,9352.41,9352.41,279
C2049024602,154,1,2410.04,2410.04,652
C2049029073,36,0,0.0,0.0,770
C2049084631,353,1,3068.78,3068.78,453
C204909621,353,1,46542.87,46542.87,453
