nameOrig,last_step,Frequency,MonetarySum,MonetaryAvg,Recency,R_Score,F_Score,M_Score,RFM_Total,Segment,isFraud_Actual,Anomaly_Score,Is_Anomaly
C81335274,87,2,2282090.7417934956,1141045.3708967478,719,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C949315980,285,3,2275523.0307287667,758507.6769095889,521,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C73598534,140,4,2270803.3683267725,567700.8420816931,666,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1891818849,260,5,2264556.2104169596,452911.24208339193,546,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1437040557,369,3,2259649.5177255585,753216.5059085195,437,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2140467086,299,4,2259296.654512476,564824.163628119,507,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1070133074,396,3,2257179.564251925,752393.188083975,410,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C933307901,211,3,2257108.1012790846,752369.3670930282,595,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C175566207,403,5,2235766.5566067602,447153.311321352,403,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C955924264,210,3,2234728.3919370202,744909.4639790067,596,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C263033789,277,4,2231398.2426316105,557849.5606579026,529,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C227395466,273,1,2230432.56,2230432.56,533,3,3,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C525050022,504,5,2228729.8268757355,445745.9653751471,302,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C420673506,135,4,2228684.857684131,557171.2144210327,671,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1926513077,328,5,2224473.9195797825,444894.7839159565,478,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C377732497,307,4,2220546.1936895037,555136.5484223759,499,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2038957459,307,5,2211623.776274327,442324.75525486545,499,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C838594180,394,5,2202647.2194203283,440529.44388406567,412,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1617294234,326,5,2197659.9584394144,439531.99168788287,480,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1023807466,418,4,2197563.7769081388,549390.9442270347,388,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C290193298,354,5,2195647.482579825,439129.496515965,452,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C970623508,445,3,2179438.797703394,726479.5992344647,361,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1854654582,394,5,2172779.4739746763,434555.89479493524,412,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1777722760,226,5,2163398.5443061823,432679.70886123646,580,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C618282709,375,4,2157445.80556528,539361.45139132,431,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C549451921,330,5,2156061.4897223506,431212.29794447013,476,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1396996981,405,5,2155620.3933740226,431124.07867480454,401,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1748361065,494,5,2152625.762420644,430525.15248412883,312,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1462491038,260,5,2152168.283516681,430433.65670333616,546,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C375311101,492,5,2150288.438038093,430057.68760761863,314,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1887226747,347,5,2124865.3317184276,424973.0663436855,459,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1783480887,226,5,2123608.344891667,424721.66897833336,580,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1449921109,322,3,2121203.902848352,707067.9676161174,484,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2049996963,452,3,2111833.726891925,703944.5756306417,354,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2009126854,372,4,2107600.249917509,526900.0624793773,434,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C821763731,137,4,2104814.940723319,526203.7351808298,669,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C994164399,445,4,2099168.656444739,524792.1641111848,361,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C185923646,450,5,2094600.3309339632,418920.0661867926,356,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C587200274,376,4,2084450.2045738006,521112.55114345014,430,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1263112287,252,5,2084044.4047132495,416808.8809426499,554,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1037096723,260,4,2069129.1211270636,517282.2802817659,546,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C753661735,660,4,2061138.8866703343,515284.72166758357,146,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1129518026,621,1,2060748.45,2060748.45,185,4,1,4,9,Loyal (충성 고객),1.0,-1,이상 거래 의심
C928061824,281,5,2057859.2293464388,411571.84586928773,525,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1549158629,396,4,2051423.2438034893,512855.8109508723,410,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1395417005,349,3,2047107.883940949,682369.294646983,457,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C860353171,234,4,2041380.2208630014,510345.05521575036,572,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C448972461,308,4,2039474.365791005,509868.59144775127,498,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1733422996,423,5,2032201.1114428567,406440.22228857136,383,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C744683406,469,5,2029908.5058461074,405981.7011692215,337,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1215627824,211,4,2026077.8591331718,506519.46478329296,595,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2070623538,227,4,2025166.535768279,506291.6339420698,579,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C416246617,348,5,2018941.1934837515,403788.2386967503,458,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1782333171,424,5,2011881.036251981,402376.2072503962,382,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C256391830,305,5,1995988.8254846616,399197.7650969323,501,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C525726642,236,5,1991834.7289651562,398366.94579303125,570,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C287599348,229,4,1987109.6895106542,496777.42237766355,577,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1039557738,134,3,1968577.5637777203,656192.5212592401,672,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C469203842,191,5,1967657.7182938822,393531.54365877644,615,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C582864691,254,4,1959344.4795327503,489836.1198831876,552,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1973907343,379,5,1958280.7934626893,391656.15869253787,427,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1674042113,442,5,1956252.860275441,391250.57205508824,364,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1592632578,321,4,1956248.8755642988,489062.2188910747,485,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1501342755,572,5,1943668.7269581982,388733.74539163965,234,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C878154004,234,3,1941068.025886861,647022.6752956203,572,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C117606469,141,4,1934919.8981026767,483729.9745256692,665,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1828393710,279,5,1933547.781912244,386709.55638244876,527,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C62124065,757,5,1928866.6101895263,385773.3220379053,49,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C162815783,325,5,1927801.9885703274,385560.3977140655,481,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C441685388,326,3,1923576.006378611,641192.0021262037,480,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1631634852,257,5,1917103.1578498103,383420.6315699621,549,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C68283404,349,5,1911262.8690513843,382252.57381027687,457,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C701341840,331,5,1906442.7692029283,381288.55384058564,475,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C395705996,231,5,1905436.164152081,381087.2328304162,575,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1921502849,228,4,1904462.1796861934,476115.54492154834,578,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1497192251,277,5,1903695.9774330466,380739.1954866093,529,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C737709894,278,3,1903378.5328706324,634459.5109568775,528,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C43659590,492,5,1900096.203452146,380019.2406904292,314,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1281835826,130,3,1898243.3700626262,632747.7900208754,676,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C234840946,495,5,1896229.2587061953,379245.8517412391,311,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C243428928,306,4,1895654.312599096,473913.578149774,500,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1387416875,613,1,1892137.66,1892137.66,193,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C250418297,251,3,1891841.8916513696,630613.9638837898,555,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1320793361,332,4,1885928.6461122602,471482.16152806504,474,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C394772545,369,5,1883852.133649082,376770.42672981636,437,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1337527349,423,4,1876717.2547743225,469179.3136935806,383,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1135389128,276,5,1872502.149125371,374500.42982507416,530,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C715029330,310,1,1868438.44,1868438.44,496,3,4,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C767567328,129,1,1864022.05,1864022.05,677,1,4,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C850880770,380,5,1858020.3912510318,371604.07825020637,426,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C9950119,378,5,1856557.1082406708,371311.4216481341,428,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2138739274,441,5,1855815.45052731,371163.090105462,365,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1663805279,234,4,1852224.6259862762,463056.15649656905,572,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C860140979,187,3,1848541.3497738005,616180.4499246002,619,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1509897106,257,3,1842607.6951272073,614202.5650424025,549,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1874212655,492,5,1836876.906506201,367375.3813012402,314,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1795559676,370,5,1835922.5065584844,367184.5013116969,436,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C444435174,306,4,1835044.3873550815,458761.0968387704,500,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C398852478,405,3,1834451.225516333,611483.7418387777,401,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C273109605,306,5,1834222.4861507956,366844.4972301591,500,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1480559206,427,5,1832972.2605944963,366594.45211889927,379,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1396698590,396,3,1832702.055111792,610900.685037264,410,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1784201583,355,3,1831068.7213274413,610356.2404424804,451,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1698934518,405,5,1826165.6034726447,365233.1206945289,401,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1227069614,403,3,1825152.2004082506,608384.0668027502,403,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1319119301,445,5,1815322.1213885744,363064.42427771486,361,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1964552047,187,3,1814951.9795813747,604983.9931937916,619,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C852179854,420,4,1814586.027842245,453646.50696056127,386,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1412424096,782,5,1814265.020401455,362853.004080291,24,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1010942115,115,3,1809780.7560790456,603260.2520263485,691,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C317253734,399,3,1802924.73560688,600974.91186896,407,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C315648366,446,3,1800544.0247759824,600181.3415919942,360,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C866076752,395,5,1799079.462286097,359815.8924572194,411,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C886229117,274,4,1797533.790547189,449383.44763679727,532,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1997337575,229,5,1794586.0713988044,358917.2142797609,577,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C247538986,474,4,1794228.7811410478,448557.19528526196,332,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C57326619,192,5,1793429.833111689,358685.9666223378,614,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1771238093,465,5,1791807.4865134472,358361.4973026895,341,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C420586891,326,5,1791183.8204248569,358236.7640849714,480,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C941244420,378,3,1788452.6079158378,596150.8693052792,428,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C565321114,424,5,1780222.6891178563,356044.53782357124,382,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C65058654,206,4,1778790.6288151941,444697.65720379853,600,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C392887420,299,5,1778132.4126126904,355626.48252253805,507,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C296670951,351,3,1760362.3427366714,586787.4475788905,455,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2118783653,322,5,1756024.6812131614,351204.9362426323,484,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2117183274,236,3,1755419.4615960498,585139.8205320166,570,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1981207916,325,4,1753173.5453000898,438293.38632502244,481,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1802966676,447,5,1750067.5868329331,350013.5173665866,359,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C794058899,212,3,1742014.2433300614,580671.4144433538,594,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1078059999,353,5,1735679.3558844964,347135.8711768993,453,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2127866563,441,5,1732239.5607377167,346447.91214754333,365,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C353268805,325,4,1729583.109427014,432395.7773567535,481,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1741826700,215,4,1728706.2453026099,432176.56132565247,591,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C883472543,178,3,1726333.4628657156,575444.4876219052,628,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C883245637,376,3,1717329.7685441426,572443.2561813808,430,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1820065076,201,4,1717046.4898226988,429261.6224556747,605,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C926698772,468,4,1714740.8837497155,428685.2209374289,338,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1089150364,322,5,1707511.6877720796,341502.3375544159,484,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C293442731,405,4,1702757.0658524432,425689.2664631108,401,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C48675141,209,4,1695789.1012020055,423947.2753005014,597,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1478743521,249,4,1688066.6580308606,422016.66450771515,557,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1168582208,372,5,1683398.2457656984,336679.6491531397,434,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2117262967,490,5,1677516.4725527307,335503.29451054614,316,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1345370544,377,5,1676887.1002197224,335377.4200439445,429,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C984275756,302,4,1674306.593592151,418576.64839803777,504,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C101677237,551,1,1669143.57,1669143.57,255,4,1,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C1022817396,228,5,1667698.551849574,333539.7103699148,578,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C62603426,468,4,1667208.286677467,416802.07166936673,338,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C831125980,352,5,1666742.0204314347,333348.40408628696,454,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2087034923,301,5,1665621.9848358415,333124.3969671683,505,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C475077310,225,4,1663655.6079207256,415913.9019801814,581,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C242741020,254,5,1660389.570250947,332077.9140501894,552,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1158988091,328,4,1659157.8260433502,414789.45651083754,478,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1945495813,132,3,1654758.4038848164,551586.1346282721,674,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1259264538,402,5,1652666.17429156,330533.234858312,404,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1491328437,227,5,1651369.8553277818,330273.97106555634,579,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1184464536,438,1,1648547.69,1648547.69,368,4,1,4,9,Loyal (충성 고객),1.0,1,정상 패턴
C343981243,230,5,1648453.0853054351,329690.61706108705,576,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C744563060,181,1,1644749.94,1644749.94,625,2,4,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C154246634,456,5,1644537.8066924626,328907.56133849255,350,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1757413238,332,5,1640248.418910553,328049.6837821106,474,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C504012919,303,5,1639089.5843421775,327817.9168684355,503,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1358303807,446,5,1631145.3196892773,326229.0639378555,360,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1474422100,394,5,1625785.9693911592,325157.19387823186,412,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1745644922,452,5,1625609.6552676214,325121.93105352425,354,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C381652650,424,5,1624661.6032684906,324932.3206536981,382,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2093136962,240,4,1619159.85221982,404789.963054955,566,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C731276821,303,5,1618648.3686117854,323729.6737223571,503,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1024663544,686,5,1617455.7806814897,323491.15613629797,120,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C541662448,397,5,1615114.1078919305,323022.8215783861,409,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1386195050,450,4,1613933.808506636,403483.452126659,356,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C484895599,303,5,1606763.3887042613,321352.67774085223,503,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1120423593,728,4,1604953.0214790856,401238.2553697714,78,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C945848865,298,5,1604428.177316907,320885.6354633814,508,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1908135932,305,5,1600826.2669695532,320165.25339391065,501,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1115633733,450,5,1597518.819675526,319503.76393510523,356,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1754169743,394,5,1596892.2466484287,319378.44932968577,412,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1921717077,114,3,1596794.5840019307,532264.8613339768,692,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2008036284,427,5,1596450.783845598,319290.1567691196,379,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1681145385,382,1,1595587.46,1595587.46,424,4,2,4,10,Loyal (충성 고객),1.0,1,정상 패턴
C1723083589,427,4,1594482.0684727037,398620.5171181759,379,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1324655579,512,5,1594148.8806006543,318829.77612013085,294,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1863182512,443,1,1591263.43,1591263.43,363,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C2140161300,470,4,1588001.3861809305,397000.34654523263,336,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C797235080,540,3,1587704.9100164913,529234.9700054971,266,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1536294802,663,5,1586959.9732127767,317391.99464255536,143,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1491231556,451,3,1586943.4543507327,528981.1514502442,355,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1460001037,276,5,1580001.6367219712,316000.32734439423,530,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1049312761,305,5,1578802.9859484173,315760.59718968347,501,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C822242947,236,4,1574971.51508509,393742.8787712725,570,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C1270658938,322,5,1569058.7766207966,313811.75532415934,484,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2123000058,277,5,1565815.2819155387,313163.05638310773,529,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1835277194,563,1,1565621.39,1565621.39,243,4,3,4,11,Champions (핵심 VIP),1.0,1,정상 패턴
C1043110501,637,4,1564995.9912543371,391248.9978135843,169,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C795913321,325,5,1564666.8957598521,312933.37915197044,481,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1416747380,443,4,1561965.913221015,390491.4783052537,363,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C399420624,279,5,1560612.578229851,312122.51564597024,527,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C431403278,806,5,1559886.5384725076,311977.30769450153,0,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1568954598,429,5,1557990.8158767573,311598.16317535145,377,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C978367057,469,5,1557546.1631205715,311509.2326241143,337,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2044915673,402,4,1555973.5935867315,388993.39839668287,404,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C423216711,352,5,1554239.289188682,310847.85783773643,454,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1450759313,779,5,1551150.5684502171,310230.11369004345,27,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C2124201895,374,5,1549433.9250322618,309886.78500645235,432,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1502771014,113,3,1540683.560918294,513561.1869727646,693,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C284052345,136,4,1538982.5596999777,384745.63992499444,670,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
C2086790055,489,5,1538144.2963234973,307628.85926469945,317,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C524090730,688,1,1532572.32,1532572.32,118,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C183841006,228,5,1523200.0675047082,304640.0135009416,578,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C47456155,473,4,1517765.3965490516,379441.3491372629,333,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1577387825,300,5,1514237.0790233002,302847.41580466006,506,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1579262553,278,5,1512108.9207424289,302421.78414848575,528,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C930123375,227,5,1511581.5514747663,302316.3102949533,579,2,4,4,10,Loyal (충성 고객),0.0,-1,이상 거래 의심
C409085951,446,5,1507806.555489297,301561.3110978594,360,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1580714951,400,5,1503946.1699528713,300789.23399057426,406,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C727693915,640,5,1503042.9621883812,300608.59243767627,166,4,4,4,12,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1017811960,309,5,1501907.1972353705,300381.4394470741,497,3,4,4,11,Champions (핵심 VIP),0.0,-1,이상 거래 의심
C1043170433,194,1,1501297.88,1501297.88,612,2,1,4,7,Potential (잠재 고객),1.0,1,정상 패턴
C1769381415,136,4,1496620.6540290725,374155.1635072681,670,1,4,4,9,Loyal (충성 고객),0.0,-1,이상 거래 의심
